time,close,log_return,norm_range,Raw_HMM_Regime,Stable_Regime,regime_confidence,cusum_20,ICT_Bias,GT_Regime,gt_change,det_change
2024-05-08 04:00:00,2305.505,-0.004941134093863051,1.3466309334030375,Retracement,ATH_Grind,0.8563378015809577,0.008104150720273567,BULLISH,ATH_Grind,1,1
2024-05-08 08:00:00,2314.595,0.003934984839811664,1.1487147539804554,ATH_Grind,ATH_Grind,0.8997789959671583,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-08 12:00:00,2320.265,0.002446677064029156,1.05469174722699,ATH_Grind,ATH_Grind,0.9887611879868524,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-08 16:00:00,2308.005,-0.005297888271746545,1.0082182495199172,Consolidation,ATH_Grind,0.8067930012773897,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-08 20:00:00,2308.695,0.0002989148115050706,0.23912228055145246,Consolidation,Consolidation,0.9620314215282406,0.008104150720273567,BULLISH,Consolidation,1,1
2024-05-09 00:00:00,2312.235,0.0015321594105585418,0.47850185748006197,ATH_Grind,Consolidation,0.9922168735987632,0.008104150720273567,BULLISH,ATH_Grind,1,0
2024-05-09 04:00:00,2309.215,-0.0013069493037363013,1.1004754183955634,Consolidation,ATH_Grind,0.6538407530687284,0.008104150720273567,BULLISH,ATH_Grind,0,1
2024-05-09 08:00:00,2315.818,0.0028553329181206996,0.9623424866135203,ATH_Grind,ATH_Grind,0.9895493530469566,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-09 12:00:00,2330.275,0.006223313506420336,2.46507419114644,ATH_Breakout,ATH_Grind,0.9958779478559393,0.008104150720273567,BULLISH,ATH_Breakout,1,0
2024-05-09 16:00:00,2343.675,0.005733923860381846,1.330226495493288,ATH_Breakout,ATH_Breakout,0.9304677732584716,0.008104150720273567,BULLISH,ATH_Grind,1,1
2024-05-09 20:00:00,2346.404,0.0011637331942531061,0.49858592339918134,ATH_Grind,ATH_Breakout,0.9688622041057817,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-10 00:00:00,2353.255,0.00291553274523969,0.9258359092073282,ATH_Grind,ATH_Grind,0.9874014883672667,0.008104150720273567,BULLISH,ATH_Grind,0,1
2024-05-10 04:00:00,2366.535,0.0056273838646599674,1.7039299167023625,ATH_Breakout,ATH_Grind,0.5138664871717091,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-10 08:00:00,2372.075,0.0023382394939019933,1.1150071671747577,ATH_Grind,ATH_Grind,0.7526014136778508,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-10 12:00:00,2364.755,-0.003090677025306895,1.6055291966397862,Retracement,Retracement,0.8910063650697825,0.008104150720273567,BULLISH,ATH_Grind,0,1
2024-05-10 16:00:00,2363.295,-0.0006175907811490442,0.770222513297793,Consolidation,Retracement,0.9837116243362267,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-13 00:00:00,2356.958,-0.002685027182715962,0.8183326895201207,Consolidation,Consolidation,0.989199815618714,0.008104150720273567,BULLISH,ATH_Grind,0,1
2024-05-13 04:00:00,2348.518,-0.003587313611233967,0.8782648222094981,Consolidation,Consolidation,0.9587562150851207,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-13 08:00:00,2344.475,-0.001722994685996018,0.9637493588628672,Consolidation,Consolidation,0.9806447525221521,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-13 12:00:00,2335.778,-0.0037164700328607184,1.3922725840893477,Consolidation,Consolidation,0.6805798351169193,0.008104150720273567,BULLISH,ATH_Grind,0,0
2024-05-13 16:00:00,2337.248,0.0006291426790642087,0.3325439237924004,ATH_Grind,ATH_Grind,0.9818542787263504,0.013674427493200829,BULLISH,Consolidation,1,1
2024-05-13 20:00:00,2338.275,0.00043930914959332566,0.3675106758946384,ATH_Grind,ATH_Grind,0.9837583967761427,0.01017875180298249,BULLISH,Consolidation,0,0
2024-05-14 00:00:00,2343.008,0.002022095913756506,0.8502237430156891,ATH_Grind,ATH_Grind,0.9926697837997374,0.009754170652709839,BULLISH,ATH_Grind,1,0
2024-05-14 04:00:00,2339.085,-0.0016757466876558035,0.8735750879429254,Consolidation,ATH_Grind,0.976344537881179,0.013376312236800582,BULLISH,ATH_Grind,0,0
2024-05-14 08:00:00,2343.415,0.001849439929184861,0.897610509542652,ATH_Grind,ATH_Grind,0.9837089723401344,0.014926837354480372,BULLISH,ATH_Grind,0,0
2024-05-14 12:00:00,2347.848,0.001889896737594543,1.6608313858594141,Retracement,Retracement,0.9768711430249862,0.015284574681516373,BULLISH,ATH_Grind,0,1
2024-05-14 16:00:00,2356.505,0.0036804252452863383,1.0741866974712713,ATH_Grind,ATH_Grind,0.9366692335649645,0.020271949230539012,BULLISH,ATH_Grind,0,1
2024-05-14 20:00:00,2355.695,-0.0003437884673731325,0.28111189126588193,Consolidation,Retracement,0.9748486377397318,0.017072827845045182,BULLISH,Consolidation,1,1
2024-05-15 00:00:00,2360.238,0.0019266607075668664,0.5526014065062239,ATH_Grind,ATH_Grind,0.981826379237938,0.012776175046191713,BULLISH,ATH_Grind,1,1
2024-05-15 04:00:00,2362.315,0.0008796090309273955,0.8580943689946838,ATH_Grind,ATH_Grind,0.982467170642197,0.007921860216737261,BULLISH,ATH_Grind,0,0
2024-05-15 08:00:00,2362.668,0.00014941852728652836,1.1001583832248292,Retracement,ATH_Grind,0.5295203069068797,0.006907545549770684,BULLISH,ATH_Grind,0,0
2024-05-15 12:00:00,2377.488,0.006252979137461841,2.7473906669084265,ATH_Grind,ATH_Grind,1.0,0.010244991941992835,BULLISH,ATH_Breakout,1,0
2024-05-15 16:00:00,2386.305,0.003701676402749747,1.0960551801032852,ATH_Grind,ATH_Grind,0.9562513214677436,0.008319284480082614,BULLISH,ATH_Grind,1,0
2024-05-15 20:00:00,2391.715,0.00226453732380019,0.5739527487597117,ATH_Grind,ATH_Grind,0.983219903759998,0.008245582309980811,BULLISH,ATH_Grind,0,0
2024-05-16 00:00:00,2388.595,-0.0013053548590061046,0.9571739570279066,Consolidation,ATH_Grind,0.9558472923621342,0.0100309044762816,BULLISH,ATH_Grind,0,0
2024-05-16 04:00:00,2389.205,0.00025534765093341357,0.8652007857509201,ATH_Grind,ATH_Grind,0.5777230400835397,0.010903842908364058,BULLISH,ATH_Grind,0,0
2024-05-16 08:00:00,2384.508,-0.001967860872973208,0.915297734448473,Consolidation,Consolidation,0.9762825510127997,0.011621009218106814,BULLISH,ATH_Grind,0,1
2024-05-16 12:00:00,2381.428,-0.0012925059962114684,1.3110759316051732,ATH_Breakout,Consolidation,0.7875155758259637,0.013915816833129311,BULLISH,ATH_Grind,0,0
2024-05-16 16:00:00,2378.045,-0.0014215862007105117,0.523207940103354,Consolidation,Consolidation,0.9937940097763516,0.014217225318414817,BULLISH,ATH_Grind,0,0
2024-05-16 20:00:00,2377.705,-0.0001429848081078101,0.356186357569436,ATH_Grind,Consolidation,0.7340799869233517,0.017790710543167724,BULLISH,Consolidation,1,0
2024-05-17 00:00:00,2377.755,2.1028459918440713e-05,0.6750520815868578,ATH_Grind,Uncertain,0.7030374952971745,0.01718259632402196,BULLISH,ATH_Grind,1,1
2024-05-17 04:00:00,2383.748,0.002517273711530394,0.9985674634256988,ATH_Grind,Uncertain,0.9776282947205007,0.019260560885959028,BULLISH,ATH_Grind,0,0
2024-05-17 08:00:00,2389.685,0.0024875191759848913,0.7947585301240766,ATH_Grind,ATH_Grind,0.9911261021105021,0.019725984148187412,BULLISH,ATH_Grind,0,1
2024-05-17 12:00:00,2407.615,0.007475072848913247,2.631770176104627,ATH_Breakout,ATH_Grind,1.0,0.028876803684756463,BULLISH,ATH_Breakout,1,0
2024-05-17 16:00:00,2416.358,0.0036248169602407505,1.0831955477611486,ATH_Grind,ATH_Grind,0.9088449086828084,0.030652180715812355,BULLISH,ATH_Grind,1,0
2024-05-20 00:00:00,2437.518,0.008718860574863232,1.9126769522894398,ATH_Breakout,ATH_Breakout,0.9999269918880077,0.03748114455308104,BULLISH,ATH_Grind,0,1
2024-05-20 04:00:00,2442.108,0.001881292276812807,1.4154933973234325,ATH_Grind,ATH_Grind,0.5245602398686238,0.03568201158460751,BULLISH,ATH_Grind,0,1
2024-05-20 08:00:00,2430.495,-0.004766660443417932,1.4312413024786765,Retracement,Retracement,0.884533554921736,0.031259139608562705,BULLISH,ATH_Grind,0,1
2024-05-20 12:00:00,2424.808,-0.0023425943141900255,1.6253709709693394,ATH_Breakout,Retracement,0.9982974434670464,0.026989884586805818,BULLISH,ATH_Grind,0,0
2024-05-20 16:00:00,2426.648,0.0007585352060183832,1.004885612935887,ATH_Grind,Retracement,0.46663209635973324,0.026868810761896806,BULLISH,ATH_Grind,0,0
2024-05-20 20:00:00,2426.105,-0.0002237904967618898,0.49873078522551734,Consolidation,Uncertain,0.7122405477157641,0.026495601737848387,BULLISH,ATH_Grind,0,1
2024-05-21 00:00:00,2413.665,-0.0051407514804694,1.892416773640739,Retracement,Uncertain,0.6281682026833366,0.015101871119917147,BULLISH,ATH_Grind,0,0
2024-05-21 04:00:00,2419.185,0.002284367361053508,0.9585234605187477,ATH_Grind,Uncertain,0.973420657937283,0.013684562078220906,BULLISH,ATH_Grind,0,0
2024-05-21 08:00:00,2423.325,0.001709857494830705,0.8023522721200137,ATH_Grind,ATH_Grind,0.9853624953827328,0.013129882249251422,BULLISH,ATH_Grind,0,1
2024-05-21 12:00:00,2423.275,-2.063302108759813e-05,0.9553805773622797,Consolidation,ATH_Grind,0.7629964669214802,0.014414604087169929,BULLISH,ATH_Grind,0,0
2024-05-21 16:00:00,2423.228,-1.9395428002998165e-05,0.5316060169967675,ATH_Grind,ATH_Grind,0.9662627796412581,0.014139861008233516,BULLISH,ATH_Grind,0,0
2024-05-21 20:00:00,2421.494,-0.0007158305777065099,0.21848465285639546,ATH_Grind,ATH_Grind,0.9528839336065864,0.015391891303500214,BULLISH,Consolidation,1,0
2024-05-22 00:00:00,2413.904,-0.003139351190375346,1.0057624775800529,Consolidation,ATH_Grind,0.8942262508757715,0.013545046109336337,BULLISH,ATH_Grind,1,0
2024-05-22 04:00:00,2417.024,0.0012916774722337614,0.5036514731448247,ATH_Grind,ATH_Grind,0.9881159010780007,0.01625830978228061,BULLISH,ATH_Grind,0,0
2024-05-22 08:00:00,2408.665,-0.0034643792255730343,0.9940175816137834,Consolidation,Consolidation,0.9116959087006151,0.012936915364815385,BULLISH,ATH_Grind,0,1
2024-05-22 12:00:00,2391.918,-0.006977097547022153,2.0652512041234985,Retracement,Retracement,0.9870427446189511,0.005938789357874792,BULLISH,Retracement,1,1
2024-05-22 16:00:00,2379.108,-0.005369927048202811,1.2263337754558166,Consolidation,Retracement,0.588916774910273,-0.0019484114018584126,BEARISH,ATH_Grind,1,0
2024-05-22 20:00:00,2382.105,0.00125892304999805,0.3287694936314129,ATH_Grind,Retracement,0.9352103511519196,-0.0031770075278452535,BEARISH,Consolidation,1,0
2024-05-23 00:00:00,2372.365,-0.00409720268526312,1.1010620185747078,Consolidation,ATH_Grind,0.8838120377967538,-0.01474928306202162,BEARISH,ATH_Grind,1,1
2024-05-23 04:00:00,2355.955,-0.006941182443707537,1.207589726522141,Retracement,Retracement,0.9995627197824042,-0.025315282465969906,BEARISH,ATH_Grind,0,1
2024-05-23 08:00:00,2367.945,0.005076324963521752,0.9409583176545723,ATH_Grind,Retracement,0.9482592790032397,-0.028957818077311386,BEARISH,ATH_Grind,0,0
2024-05-23 12:00:00,2346.018,-0.00930306756455181,1.8716467384434279,Retracement,Retracement,0.9999869721344187,-0.040142177918676004,BEARISH,ATH_Grind,0,0
2024-05-23 16:00:00,2331.418,-0.006242756679478173,1.2186341273876373,Retracement,Retracement,0.9855812643537881,-0.04161827415473624,BEARISH,ATH_Grind,0,0
2024-05-23 20:00:00,2331.908,0.00021015043846518713,0.44686783647821293,ATH_Grind,Retracement,0.9664310935920026,-0.03906552940208103,BEARISH,ATH_Grind,0,0
2024-05-24 00:00:00,2330.495,-0.0006061252290975502,0.6676870944963327,ATH_Grind,Retracement,0.6709267793728266,-0.04043018983719696,BEARISH,ATH_Grind,0,0
2024-05-24 04:00:00,2337.618,0.0030517708239804994,0.6845777592781077,ATH_Grind,ATH_Grind,0.9833749725510275,-0.037154628516454576,BEARISH,ATH_Grind,0,1
2024-05-24 08:00:00,2338.108,0.00020959312063798614,0.5598764808184828,Consolidation,ATH_Grind,0.9131148032308025,-0.03180428391534719,BEARISH,ATH_Grind,0,0
2024-05-24 12:00:00,2334.475,-0.0015550288703633155,1.0815155570248773,Retracement,ATH_Grind,0.5512261489770468,-0.035643680146764015,BEARISH,ATH_Grind,0,0
2024-05-24 16:00:00,2333.658,-0.0003500328753879378,0.37492285535201053,Consolidation,Consolidation,0.9620426393382098,-0.03770357051698266,BEARISH,Consolidation,1,1
2024-05-27 00:00:00,2345.905,0.005234261387831077,0.9693866273001124,ATH_Breakout,Uncertain,0.7344016558511611,-0.032448676108063984,BEARISH,ATH_Grind,1,1
2024-05-27 04:00:00,2338.458,-0.0031795171611082875,0.5868260387522413,Consolidation,Consolidation,0.8063943041202266,-0.03560879784116927,BEARISH,ATH_Grind,0,1
2024-05-27 08:00:00,2344.975,0.0027830030690040686,0.5804476602769065,ATH_Grind,ATH_Grind,0.9806451155792445,-0.0321099641944587,BEARISH,ATH_Grind,0,1
2024-05-27 12:00:00,2352.328,0.0031307352350360565,1.068080872096507,ATH_Grind,ATH_Grind,0.9673974885518178,-0.02583987776904729,BEARISH,ATH_Grind,0,0
2024-05-27 19:00:00,2350.754,-0.0006693483374375703,0.35949030419991257,Consolidation,ATH_Grind,0.8883363752993996,-0.027800903578718623,BEARISH,Consolidation,1,0
2024-05-27 20:00:00,2352.365,0.0006850773127397231,0.21404499497416796,Consolidation,Consolidation,0.788403234707267,-0.023651447040405865,BEARISH,Consolidation,0,1
2024-05-28 00:00:00,2350.788,-0.0006706139728394363,0.6065269123208854,Consolidation,Consolidation,0.9536488034827518,-0.01734496346622315,BEARISH,ATH_Grind,1,0
2024-05-28 04:00:00,2343.975,-0.0029023849692236306,1.0765674960832847,Consolidation,Consolidation,0.9298958132784636,-0.014877421387243968,BEARISH,ATH_Grind,0,0
2024-05-28 08:00:00,2347.348,0.001437974141288274,0.7031139373519438,Consolidation,Consolidation,0.6018056180979339,-0.014698370295953743,BEARISH,ATH_Grind,0,0
2024-05-28 12:00:00,2360.188,0.005455096611530532,1.5505994055850005,ATH_Breakout,Consolidation,0.9290975144482531,-0.005146070999160092,BEARISH,ATH_Grind,0,0
2024-05-28 16:00:00,2358.108,-0.0008816742886586188,0.8384549997251108,Consolidation,Consolidation,0.884565153931029,0.0009134371558888255,BULLISH,ATH_Grind,0,0
2024-05-28 20:00:00,2359.685,0.0006685329596846075,0.4097044075432533,Consolidation,Consolidation,0.5978229631650918,-0.003494354847948319,BEARISH,ATH_Grind,0,0
2024-05-29 00:00:00,2358.045,-0.0006952496501752786,0.6907226164815808,Consolidation,Uncertain,0.7243728423172102,0.005113463066428212,BULLISH,ATH_Grind,0,1
2024-05-29 04:00:00,2350.425,-0.0032367230342329996,1.233521350109919,Consolidation,Uncertain,0.9386565163323227,0.008119496711673387,BULLISH,ATH_Grind,0,0
2024-05-29 08:00:00,2341.585,-0.0037681123696178286,1.3932091543290706,Retracement,Retracement,0.7890454395209303,0.004141233903590369,BULLISH,ATH_Grind,0,1
2024-05-29 12:00:00,2339.048,-0.001084041516797242,1.3052984135972105,Retracement,Retracement,0.6185840841528075,0.003663317615890678,BULLISH,ATH_Grind,0,0
2024-05-29 16:00:00,2336.648,-0.0010265852231518538,0.8665386460929415,Consolidation,Retracement,0.7567427513052521,-0.0004150384312416749,BEARISH,ATH_Grind,0,0
2024-05-29 20:00:00,2338.285,0.0007003309210665339,0.35470843390301676,ATH_Grind,ATH_Grind,0.9890257556456498,7.569936918687284e-05,BULLISH,Consolidation,1,1
2024-05-30 00:00:00,2334.268,-0.001719403071356009,1.2905504919819188,ATH_Grind,ATH_Grind,0.805487769471005,-8.867483180582058e-05,BEARISH,ATH_Grind,1,0
2024-05-30 04:00:00,2334.255,-5.569213217926208e-06,1.5595847977529338,ATH_Breakout,ATH_Grind,0.9995867415769322,0.00025578883036419083,BULLISH,ATH_Grind,0,0
2024-05-30 08:00:00,2335.748,0.0006394000392999563,1.0815390487810317,ATH_Grind,ATH_Grind,0.7395605513735604,-0.00433907251816693,BEARISH,ATH_Grind,0,0
2024-05-30 12:00:00,2343.738,0.003414908288935806,1.9506597252793054,ATH_Grind,ATH_Grind,0.9449739225867331,0.002255352931877164,BULLISH,ATH_Grind,0,0
2024-05-30 16:00:00,2341.428,-0.0009860910743321979,0.8785648798711068,Consolidation,ATH_Grind,0.9533536831851374,-0.0015137412114591025,BEARISH,ATH_Grind,0,0
2024-05-30 20:00:00,2343.864,0.0010398499045531026,0.5090264610801912,Consolidation,Consolidation,0.7990115402474034,-0.003604626541942057,BEARISH,ATH_Grind,0,1
2024-05-31 00:00:00,2343.595,-0.00011477433735230623,1.0767737803557176,Consolidation,Consolidation,0.9311326523527851,-0.0030500525418567927,BEARISH,ATH_Grind,0,0
2024-05-31 04:00:00,2340.295,-0.001409085416616647,0.69731455539371,Consolidation,Consolidation,0.9491223373357763,-0.005144215271213163,BEARISH,ATH_Grind,0,0
2024-05-31 08:00:00,2343.725,0.001464554213299427,0.511453289029338,Consolidation,Consolidation,0.8350506405512592,-0.0030090470850742995,BEARISH,ATH_Grind,0,0
2024-05-31 12:00:00,2329.978,-0.005882718540081009,2.8836718493737354,Retracement,Consolidation,1.0,-0.005989380655931678,BEARISH,Retracement,1,0
2024-05-31 16:00:00,2327.588,-0.0010262872108629966,1.4120340147259471,Consolidation,Retracement,0.6096275903764574,-0.008453642008082948,BEARISH,ATH_Grind,1,1
2024-06-03 00:00:00,2321.285,-0.0027116266080490425,0.9213764750659327,Consolidation,Retracement,0.9968557893018909,-0.016620365227662522,BEARISH,ATH_Grind,0,0
2024-06-03 04:00:00,2325.845,0.0019625022168682214,1.2465679652120376,ATH_Grind,Uncertain,0.6443001753730225,-0.013776188722135681,BEARISH,ATH_Grind,0,1
2024-06-03 08:00:00,2329.868,0.001728199741385473,0.7637620040730828,Consolidation,Uncertain,0.7162121053263517,-0.012716521940434817,BEARISH,ATH_Grind,0,0
